PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
GAND,Gandharva Chuli,"Gandharbha, Gabelhorn Peak",Annapurna Himal (SSW of Annapurna III near Machhapuchhare),6248,20499,1,5,True,False,False,,,1,2,"Other map altitudes:
   6248m - HMG-MT, HMG-Finn, Nepa, Shangri La, Schneider, Japan MMW, Leomann",2013,1,GAND13101,May 06,Romania,"Cosmin Andron, Christina Pogacean",,,
GANG,Gangapurna,,Annapurna Himal (NW of Annapurna III),7455,24459,1,5,True,False,False,,,1,2,"Other map altitudes:
   7454m - Nepa, Shangri La, Schneider
   7455m - HMG-MT, HMG-Finn, Japan MMW, Leomann",1965,1,GANG65101,May 06,"W Germany, Nepal","Gunter Hauser, Ludwig Greissl, Hermann Kollensperger, Erich Reismueller, Ang Temba Sherpa, Phu Dorje Sherpa",,,"N Face (MM 96:12 Mar 1984)
N Face (AAJ 58:256 1984, 64:250 1990) (Slovene 1983 & 1989 routes)"
GAUR,Gaurishankar,Jomo Tseringma,Rolwaling Himal (on Tibetan border),7135,23409,19,2,True,False,False,,,4,2,"Other map altitudes:
   7135m - HMG-MT, HMG-Finn, Nepa, Shangri La
   7146m - Schneider, Japan MMW",1979,1,GAUR79101,May 08,"US, Nepal","John Roskelley, Dorje Sherpa",,,"NE Side (High 188:22 Jul 1998)
W Ridge (MM 71:13 Jan 1980)
W Face (AAJ 59:82 1985) (USA 1984 route)
W Face (AAJ 53:418-420 1980) (USA-Nepalese 1979 route)
SW Side (AAJ 53:426 1980)"
GHUN,Ghustang North,,Dhaulagiri Himal (WNW of Gurja Himal),6529,21421,4,6,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6529m - HMG-MT, HMG-Finn, Japan MMW, Leomann",1962,3,GHUN62301,Oct 22,"UK, Nepal","J.O.M. Roberts, Ang Pema Sherpa, Nawang Dorje Sherpa",,,
GHUS,Ghustang South,"Gurja West, Paschim Himal",Dhaulagiri Himal (WSW of Gurja Himal),6465,21211,4,6,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6465m - HMG-MT, HMG-Finn, Japan MMW, Leomann",2019,3,GHUS18301,Oct 23,"France, Canada, Switzerland, Nepal","Corinne Amouillin-Gautier, Herve Barlier, Sophie Bellier, Dimitri Lomer, Albert Namiache, Charles Rossignol, Francois Schulz, Dipen Nuppa Bhote, Rajan Lama Bhote, Chettar Sherpa",,,
MATA,Matathumba,"Matatumpa, Ghyuthumba East",Jagdula Lekh (S of Kanjiroba Himal),5767,18921,10,7,False,True,False,,,1,2,"Other map altitudes:
   5767m - HMG-Finn, Nepa, Japan MMW, Leomann",1961,1,MATA61101,May 16,"UK, Nepal","John Tyson, James Burnet, John Earle, Mingma Tsering, Ang Temba Sherpa",,,
GHYM,Ghyuthumba Main,"Gutumpa, Pasang Peak",Jagdula Lekh (S of Kanjiroba Himal),5806,19049,10,7,False,True,False,,,1,2,"Other map altitudes:
   5806m - HMG-Finn, Nepa, Japan MMW, Leomann",1953,3,GHYM53301,Nov,"Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa",,,
GIME,Gimmigela Chuli East,Twins,Kangchenjunga Himal (N of Kangchenjunga on Indian border),7007,22989,9,1,False,True,False,,Requires permit for Gimmigela Chuli,5,2,"Other map altitudes:
   7007m - HMG-Finn, Nepa",1993,3,GIME93301,Oct 09,"Japan, Nepal","Hideo Koike, Masanori Sato, Taro Tanigawa, Chuldin Sherpa, Pasang Nima Sherpa, Phurba Sherpa",,,
GIMM,Gimmigela Chuli,Twins,Kangchenjunga Himal (N of Kangchenjunga on Indian border),7350,24114,9,1,True,False,False,,,5,2,"Other map altitudes:
   7350m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW, Kielkowski",1994,3,GIMM94301,Oct 29,"Japan, Nepal","Shigeru Yokokuwa, Dawa Wangchuk Sherpa, Pasang Gyalzen Sherpa, Pasang Tenzing Sherpa",,History 1994-97 (High 179:17-18 Oct 1997)  ,"S Ridge & SE Face (High 149:45 Apr 1995)
SW Ridge (High 179:17-18 Oct 1997) "
GLAC,Glacier Dome,"Tarke Kang, Tarke Khang",Annapurna Himal (E of Annapurna I),7168,23517,1,5,True,False,False,,,1,2,"Other map altitudes:
   7168m - HMG-Finn
   7193m - Japan MMW, Leomann
   7202m - Shangri La, Schneider

There are two points along the ridge between Gangapurna and Roc Noir that have been called Tarke Kang. Before the HMG-Finn maps were published in the early 1990s, most maps referred to the 7168m point as Glacier Dome or Tarke Kang and the 7069m point was unnnamed. After the HMG-Finn maps publication, the 7069m point was called Tare Kang and the 7168m point was unnamed. Local maps now call the 7069m point Tarke Kang (Glacier Dome).

This becomes relevant because teams climbing from the south went to the 7168m point which we are now labelling as GLAC (Glacier Dome), while teams from the north went to the 7069m point which we are now labelling are TARS (or Tarke Kang Shar).",1964,1,GLAC64301,Oct 16,"Japan, Nepal","Mitsuhiro Nishimura, Dorje Sherpa",,,"N Face (High 198:41 May 1999)
S side (High 226:66 Sep 2001)   "
GURJ,Gurja Himal,,Dhaulagiri Himal (S of Dhaulagiri VI),7193,23599,4,6,True,False,False,,,1,2,"Other map altitudes:
   7193m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1969,3,GURJ69301,Nov 01,"Japan, Nepal","Tomokuni Saeki, Lhakpa Tenzing Sherpa",,,S Face (AAJ 71:290 1997) (unclimbed face)
GURK,Gurkarpo Ri,,Jugal Himal (N of Dorje Lhakpa on Tibetan border),6889,22602,8,3,True,False,False,,,4,2,"Other map altitudes:
   6874m - Japan MMW
   6889m - HMG-MT, HMG-Finn, Nepa
   6892m - Austria Alpenvereins",2007,3,GURK07301,Nov 01,France,"Paul Grobel, Pierre-Olivier Dupuy, Marc Kia, Jean Francois Males",,,N Side (High 138:13 May 1994)
GYAC,Gyachung Kang,,Khumbu Himal (E of Cho Oyu on Tibetan border),7861,25791,12,2,True,False,False,,,4,2,"Other map altitudes:
   7861m - HMG-Finn
   7922m - Shangri La, Schneider, Japan MMW
   7952m - HMG-MT, Kielkowski

HMG-Finn map shows Gyachung Kang as twin peaks of 7861m and 7851m.",1964,1,GYAC64101,Apr 10,"Japan, Nepal","Yukihiko Kato, Kiyoto Sakaizawa, Pasang Phutar Sherpa (I)",,Dyhrenfurth history 1951-1976 (MM 48:28-29 Mar 1976),"SW Face (High 198:39 May 1999)
N Face (High 210:65 May 2000) 
SW Face (MM 48:28 Mar 1976)  "
GYAJ,Gyajikang,Gyaji Khang,Peri Himal (SW of Himlung Himal),7074,23209,18,5,True,False,False,,,1,2,"Other map altitudes:
   6700m - Japan MMW
   7038m - NGS Trekking, Leomann
   7074m - HMG-MT, HMG-Finn, Nepa",1994,3,GYAJ94301,Oct 07,"Japan, Nepal","Toshisada Hasegawa, Yousuke Kokubo, Osamu Tanabe, Ram Kaji Sivakoti, Pasang Tshering Sherpa, Dambar Bahadur Gurung",,,"S Side (AAJ 74:360 2000) (Himlung, Gyajikang & Nemjung)"
LEOE,Leonpo Gang East,Gyalgen Peak,Jugal Himal (NE of Leonpo Gang on Tibetan border),6733,22090,8,3,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6733m - HMG-MT, HMG-Finn (mislabeled as Leonpo Gang West)
   6705m - Japan MMW

The HMG-Finn map also labels a nearby 6151m peak as Gyalzen Peak.",1955,1,LEOE55101,May 11,"UK, Nepal","Monica Jackson, Elizabeth Stark, Mingma Gyalgen Sherpa, Ang Temba Sherpa",Peak named after sirdar Mingma Gyalgen Sherpa,,
HIME,Himalchuli East,Himalchuli Main,Mansiri Himal (SE of Manaslu),7893,25896,15,4,True,False,False,,,1,2,"Other map altitudes:
   7893m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW",1960,1,HIME60101,May 24,Japan,"Masahiro Harada, Hisashi Tanabe",,Dyhrenfurth history (MM 47:44-45 Jan 1976),"NW Face (MM 47:45 Jan 1976)
SW Face (AAJ 59:87 1985, 61:248 1987)"
HIML,Himlung Himal,,Peri Himal (NW of Manaslu near Tibetan border),7126,23379,18,5,True,False,False,,,1,2,"Other map altitudes:
   7126m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann

Expeditions to Himlung before 1992 probably climbed a peak named Nemjung on the central Nepal map and the Annapurna Conservation Area map.",1992,1,HIML92301,Oct 03,"Japan, Nepal","Osamu Hanai, Akio Koizumi, Nima Sherpa",Expeditions to Himlung prior to 1992 were probably climbing Nemjung,,"S Side (AAJ 74:360 2000) (Himlung, Gyajikang & Nemjung)
N Side (AAJ 67:227 1993)"
HIMN,Himalchuli North,,"Mansiri Himal (SE of Manaslu, WNW of Himalchuli Main)",7331,24052,15,4,True,False,False,,,1,2,"Other map altitudes:
   7331m - HMG-MT, HMG-Finn, Nepa
   7371m - Shangri La, Japan MMW",1985,3,HIMN85302,Oct 27,"S Korea, Nepal","Lee Jae-Hong, Ang Pasang Sherpa, Jangbu Sherpa, Lhakpa Norbu Sherpa, Pasang Dawa Sherpa",,,
RANI,Rani Peak,"Lidanda Peak, Himalchuli Northeast","Mansiri Himal (SE of Manaslu, NE of Himalchuli Main)",6693,21959,15,4,False,True,False,,,1,2,"Other map altitudes: 
   6593m - Japan MMW
   6693m - HMG-Finn, Nepa, Shangri La",1970,1,RANI70101,May 05,"Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa",,,
HIMW,Himalchuli West,,"Mansiri Himal (SE of Manaslu, W of Himalchuli Main)",7540,24738,15,4,True,False,False,,,1,2,"Other map altitudes:
   7540m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW",1978,1,HIMW78101,May 07,Japan,"Yoshio Ogata, Kazuhiro Sugeno",,,
HIUP,Hiunchuli,Patal Hiunchuli,Annapurna Himal (E of Annapurna South),6434,21109,1,5,False,False,True,1978,,1,2,"Other map altitudes:
   6434m - HMG-MT, HMG-Finn
   6441m - Nepa, Shangri La, Schneider, Japan MMW, Leomann",1971,3,HIUP71301,Oct 10,USA,"Craig Anderson, Peter Cross, Jim Richards, John Skow, Lane Smith",,,
HNKU,Hongku Chuli,"Hunku Chuli, Pyramid Peak","Khumbu Himal (in Hongku Valley, NE of Chamlang)",6833,22418,12,2,True,False,False,,Opened in 2013?,1,1,"Other map altitudes:
   6830m - Shangri La, Schneider, Japan MMW, Kielkowski
   6833m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed,,,
HONG,Hongde,"Hangde, Hongde Himal",Mukut Himal (N of Sita Chuchura in Hidden Valley),6556,21509,16,6,True,False,False,,,1,2,"Other map altitudes:
   6556m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1962,1,HONG62101,May 08,"Japan, Nepal","Shijiro Ishizaka, Zenkichi Hirayama, Takashi Miyahara, Ang Dawa Sherpa, Ang Temba Sherpa",,,
IMJA,Imjatse,Island Peak,Khumbu Himal (S of Lhotse),6165,20226,12,2,False,False,True,1978,,1,2,"Other map altitudes:
   6165m - HMG-MT, HMG-Finn, Kielkowski
   6169m - Japan MMW
   6173m - NGS/Washburn Everest
   6189m - Nepa, Shangri La, Schneider",1956,1,IMJA56101,,"Switzerland, Nepal","Hansrudolf Von Gunten, 2 unknown Sherpas",1st ascent of SW Summit by UK (Hunt) in 1953. Imjatse may have been climbed in the 1951 or 1952 by members of Shipton's teams,,
JAGD,Jagdula,,Jagdula Lekh (S of Kande Hiunchuli),5761,18901,10,7,True,False,False,,,1,2,"Other map altitudes:
   5761m - HMG-MT, HMG-Finn
   5764m - Japan MMW",2013,1,JAGD13101,Apr 30,France,Francois Damilano,,,
JANU,Jannu,Khumbhakarna,Kangchenjunga Himal (W of Kangchenjunga),7711,25299,9,1,True,False,False,,,1,2,"Other map altitudes:
   7710m - Shangri La, Japan MMW, Kielkowski
   7711m - HMG-MT, HMG-Finn, Nepa",1962,1,JANU62101,Apr 27,"France, Nepal","Rene Desmaison, Paul Keller, Robert Paragot, Gyalzen Mitchung Sherpa",,,"N Face (High 151:13 Jun 1995)
N Face (High 198:46-47 May 1999)
NW Side (High 218:74 Jan 2001)
N Face (AAJ 69:231 1995) (various routes)
E Face (AAJ 67:206 1993)
E Face (AAJ 66:3 1992) (Slovene 1991 route)
N Face (AAJ 64:11 1990) (Cesen 1989 route)"
JETH,Jethi Bahurani,"Jettiborani, Jutibofurani",Api Himal (S of Nampa and Bobaye),6850,22474,2,7,True,False,False,,,1,2,"Other map altitudes:
   6807m - Nepa
   6849m - Japan MMW
   6850m - HMG-MT, HMG-Finn, Leomann

This peak was incorrectly referred to as Nampa South by early expeditions. The true Nampa South (6580m) is immediately south of Nampa Main (and north of Bobaye).",1978,1,JETH78101,Apr 27,Japan,"Kazuo Mitsui, Nobuhito Morota, Hideki Yoshida",,,
JONG,Jongsang,"Jonsong, Jhinsang",Jongsang Himal (on Indian-Tibetan border),7462,24482,7,1,True,False,False,,,6,2,"Other map altitudes:
   7459m - Kielkowski
   7462m - HMG-MT, HMG-Finn, Nepa
   7473m - Shangri La, Japan MMW",1930,1,JONG30101,Jun 03,"Germany, Austria","Hermann Hoerlin, Erwin Schneider",,,"South Face (AAJ 75:379 2000)
South & SE Faces (High 226:5 Sep 2001)"
JUNC,Junction Peak,,"Dhaulagiri Himal (on ridge joining Dhaulagiri VI, IV and Churen)",7133,23402,4,6,False,True,False,,,1,1,"Other map altitudes:
   7108m - Japan MMW
   7133m - HMG-Finn",,0,,,,Unclimbed,,,
KABD,Kabru Dome,,Simhalila Himal (SE of Kabru in India),6600,21654,9,1,False,True,False,,,3,2,"Other map altitudes:
   6600m - Japan MMW",1982,3,KABD82301,Sep 24,India,"Mahabir Thakur, Tshering Lobsang, K. N. Singh, Gautam Dutta, P. Bhotia, Umeshari Devi",1st ascent claimed by India (Biswas) but not recognized,,
KABN,Kabru North,,Simhalila Himal (S of Kabru Main on Indian border),7338,24075,9,1,False,True,False,,,5,2,"Other map altitudes:
   7338m - Nepa, Shangri La, Japan MMW

Altitude not shown on HMG-Finn map.",1935,3,KABN35301,Nov 18,UK,C. R. (Reggie) Cooke,"Possible ascent by UK & Swiss (W. W. Graham, Emil Boss, Ulrich Kauffman) in 1883 (AJ, 219-228 (2009), Willy Blaser & Glyn Hughes",,
KAG1,Kagmara I,,Kagmara Lekh (S of Kanjiroba Himal),5978,19613,10,7,True,False,False,,,1,2,"Other map altitudes:
   5961m - Leomann
   5962m - Japan MMW
   5978m - HMG-MT, HMG-Finn, Nepa",1962,1,KAG162101,May 23,"UK, Nepal","Dorothea Gravina, Denise Evans, Nancy Smith, Pat Wood, Ang Temba Sherpa, Mingma Tsering Sherpa, Pemba Norbu Sherpa",,,
KAN1,Kande Hiunchuli North  I,,Kanjiroba Himal (NW of Kanjiroba),6521,21394,10,7,False,True,False,,,1,1,"Other map altitudes:
   6571m - HMG-Finn

Southernmost (and highest) of a group of three peaks that are northeast of Kande Huinchuli. This group was called Sisne Himal on some earlier Swiss and British maps.

",,0,,,,Unclimbed,,,
KAN2,Kande Hiunchuli North  II,,Kanjiroba Himal (NW of Kanjiroba),6471,21230,10,7,False,True,False,,,1,2,"Other map altitudes:
   6471m - HMG-Finn

Northernmost (and highest) of a group of three peaks that are northeast of Kande Huinchuli. This group was called Sisne Himal on some earlier Swiss and British maps.

",1980,1,KAN280101,May 03,Switzerland,"Daniel Chevallier, Pierre Galland",,,
KANB,Kangbachen,Kambachen,Kangchenjunga Himal (W Spur of Kangchenjunga),7902,25925,9,1,True,False,False,,,1,2,"Other map altitudes:
   7902m - HMG-MT, HMG-Finn, Nepa
   7903m - Shangri La, Japan MMW, Kielkowski",1974,1,KANB74101,May 26,Poland,"Wojciech Branski, Wieslaw Klaput, Marek Malatynski, Kazimierz Olech, Zbigniew Rubinowski",,,
KANC,Kangchenjunga Central,,Kangchenjunga Himal (between Main and South summits),8473,27799,9,1,True,False,False,,,5,2,"Other map altitudes:
   8473m - HMG-MT, HMG-Finn
   8482m - Nepa, Shangri La, Kielkowski",1978,1,KANC78102,May 22,Poland,"Wojciech Branski, Zygmunt Heinrich, Kazimierz Olech",Illegal ascent,,SW Face (AAJ 68:7 1992) (Slovene 1991 route)
KAND,Kande Hiunchuli,,Kanjiroba Himal (WNW of Kanjiroba),6627,21742,10,7,True,False,False,,,1,2,"Other map altitudes:
   6625m - Leomann
   6627m - HMG-MT, HMG-Finn, Nepa, Japan MMW

This peak was called Sisne Himal on some earlier British maps.",1972,3,KAND72301,Oct 18,Japan,"Toyokazu Hirota, Shigeru Kuwahata",1st ascent claimed (but perhaps climbed 6570m peak),,
KANG,Kangchenjunga,,Kangchenjunga Himal,8586,28169,9,1,True,False,False,,,5,2,"Other map altitudes:
   8586m - HMG-MT, HMG-Finn, Nepa, Shangri La, Kielkowski
   8598m - Japan MMW

Altitude milestones on Kangchenjunga:
  Great Shelf - 7200m-7400m",1955,1,KANG55101,May 25,UK,"George Band, Joe Brown",,Dyhrenfurth history 1905-1968 (MM 68:34-40 Jul 1979) ,"NW Face (High 167:67 Jul 1996, 179:19 Oct 1997, 193:20 Dec 1998)  
W Face of N Col (High 167:68 Jul 1996)
SW Face (MM 68:38 Jul 1979, High 179:19 Oct 1997)
E Side (High 179:18 Oct 1997)
S Ridge (MM 140:6 Jul 1991)
NW Side (AAJ 73:380 1999) (from Drohmo)
SW Ridge (AAJ 66:5 1992) (Slovene 1991 route)"
KANS,Kangchenjunga South,,Kangchenjunga Himal,8476,27808,9,1,True,False,False,,,5,2,"Other map altitudes:
   8476m - HMG-MT, HMG-Finn, Nepa, Shangri La, Kielkowski
   8491m - Japan MMW",1978,1,KANS78101,May 19,Poland,"Eugeniusz Chrobak, Wojciech Wroz",,,"S Ridge (MM 140:8 Jul 1991)
SW Ridge (AAJ 66:5 1992) (Slovene 1991 route)"
KARY,Karyolung,,Rolwaling Himal (SE of Numbur),6530,21424,19,2,True,False,False,,,1,2,"Other map altitudes:
   6511m - Nepa, Schneider
   6530m - HMG-MT, HMG-Finn
   6611m - Shangri La",1982,3,KARY82301,Oct 31,"Japan, Nepal","Yoshiyuki Inoue, Masatoshi Iwasa, Hiroshi Nishie, Yogendra Thapa, Gita Bdr Joshi, Babu Ram Pun, Gore Tamang, Pemba Tshering Sherpa",,,
KCHN,Kangchung Nup,"Khangchung Nup, Kangcho Nup, Cholo, Abi Peak?",Khumbu Himal (NE of Gokyo Lake),6043,19826,12,2,False,True,False,,,1,2,"Other map altitudes:
   6043m - HMG-Finn, Nepa, Shangri La, NGS/Washburn Everest
   6103m - Schneider, Japan MMW, Kielkowski",1953,1,KCHN53101,Apr 04,"UK, New Zealand","Edmund Hillary, Wilfred Noyce, Charles Wylie",,,
NAYA,Naya Kanga,"Kangja Chuli, Ghanja La Chuli",Jugal Himal (W of Ganchempo by Kangja La),5863,19236,8,3,False,False,True,1978,,1,2,"Other map altitudes:
   5844m - Nepa, NGS Trekking
   5846m - Shangri La, Austria Alpenvereins, Schneider, Japan MMW
   5863m - HMG-MT, HMG-Finn",,0,,,,1st ascent unknown,,,
KGUR,Kang Guru,Naurgaon,Peri Himal (SW of Himlung Himal),6981,22904,18,5,True,False,False,,,1,2,"Other map altitudes:
   6981m - HMG-MT, HMG-Finn, Nepa, Leomann
   7010m - Japan MMW",1955,2,KGUR55201,Jul 02,W Germany,"Heinz Steinmetz, Fritz Lobbichler, Juergen Wellenkamp",,,
KHAT,Khatang,,Rolwaling Himal (E of Numbur),6790,22277,19,2,True,False,False,,,1,2,"Other map altitudes:
   6653m - Schneider
   6790m - HMG-MT, HMG-Finn
   6853m - Nepa, Japan MMW",1982,3,KHAT82301,Oct 30,"Japan, Nepal","Tatsumi Kawamura, Yoshimi Kitayama, Dorje Sherpa",,,E Side (AAJ 63:208 1989)
KHON,Khongma Tse,Mehra Peak,Khumbu Himal (SW of Nuptse),5798,19022,12,2,False,False,True,1978,,1,2,"Other map altitudes:
   5798m - HMG-Finn, Kielkowski
   5817m - Shangri La, NGS/Washburn Everest
   5820m - Schneider, Nepa, Japan MMW
   5849m - HMG-MT",,0,,,,1st ascent unknown,,,
KJER,Kanjeralwa,"Kanjirowa, Kanchen Ruwa",Kanjiroba Himal (NW of Phoksumdo Tal),6612,21693,10,7,True,False,False,,,1,2,"Other map altitudes:
   6612m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1973,1,KJER73101,Apr 22,"Japan, Nepal","Yasuaki Goshima, Koichi Kyogoku, Mingma Tensing Sherpa, Mingma Tsering Sherpa",,,NW Face (AAJ 66:227 1992) (Spanish 1991 route)
KJRN,Kanjiroba North,,Kanjiroba Himal,6858,22500,10,7,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   6851m - Japan MMW, Leomann
   6858m - HMG-MT, HMG-Finn

HMG-Finn and Nepa maps also show a distinct and separate peak named Kanjiroba North (6289m) northwest of the Kanjiroba main summit (6883m). The 6858m Kanjiroba North summit is a just ridge extension to the north from the main summit (and is not a distinct peak).",,0,,,,Unclimbed,,,
KJRS,Kanjiroba South,Kanjiroba Main,Kanjiroba Himal,6883,22582,10,7,True,False,False,,One permit for Kanjiroba's north and south summits,1,2,"Other map altitudes:
   6883m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1970,3,KJRS70301,Nov 07,Japan,"Hiroshi Okuda, Ichiryo Sato, Munehiro Sawada",,,
KOTA,Kotang,"Kokthang, Kothang Kang",Simhalila Himal (SSW of Rothang on Indian border),6148,20171,9,1,True,False,False,,,5,2,"Other map altitudes:
   6147m - Shangri La, Japan MMW
   6148m - HMG-MT, HMG-Finn, Nepa

Kothang has three summit along a north-south ridge:
   North (Main) Smt - 6148m
   Central Smt      - 6100m
   South Smt        - 6038m",1982,3,KOTA82301,Oct 11,Inida,"K. V. Cherian, Nima Tashi Sherpa, Ang Norbu, Ki Kami Sherpa",,,
KTEG,Kangtega,"Kantega, Khangtega, Kang Taiga",Khumbu Himal (SW of Ama Dablam),6783,22254,12,2,True,False,False,,,1,2,"Other map altitudes:
   6685m - Nepa
   6779m - Schneider, Japan MMW, Kielkowski
   6783m - HMG-MT, HMG-Finn, Shangri La",1963,1,KTEG63101,Jun 05,"New Zealand, USA","David Dornan, Tom Frost, Michael Gill, Jim Wilson",,History 1963-1998 (High 198:34-35 May 1999) ,"NE Face (High 198:34-35 May 1999)
NE Face (AAJ 73:377 1999)
NW Face (High 198:34-35 May 1999)
N Face (High 218:78 Jan 2001)
NE Buttress (AAJ 61:42 1987) (USA 1986 route)"
KTSU,Kangtsune,"Kangchunne, Kanchauni Lekh","Kagmara Lekh (SE of Kanjiroba, W of Kanjeralwa)",6444,21142,10,7,False,True,False,,,1,1,"Other map altitudes:
   6443m - Japan MMW
   6444m - HMG-Finn",,0,,,,Unclimbed,,,
KUSU,Kusum Kanguru,"Kusum Kang, Lamu",Khumbu Himal (NE of Lukla village),6370,20899,12,2,False,False,True,1978,,1,2,"Other map altitudes:
   6360m - HMG-MT
   6367m - Nepa
   6369m - Schneider, Japan MMW, Kielkowski
   6370m - HMG-Finn, Shangri La

HMG-Finn maps shows East Summit of Kusum Kanguru at 6373m (higher than the Central Summit)!",1981,3,KUSU81302,Oct 07,New Zealand,Bill Denz,,,NW Side (MM 127:32 May 1989) (ridges annotated)
KWAN,Kwangde,,Rolwaling Himal (W of Namche Bazar),6186,20295,19,2,False,False,True,1978,,1,2,"Other map altitudes:
   6086m - HMG-MT
   6186m - HMG-Finn, Nepa
   6187m - Shangri La, Schneider, Japan MMW",1978,3,KWAN78301,Nov 11,Japan,"Takashi Iwahashi, Yoshihisa Ishikawa, Seiji Ogawa",,,
LAMJ,Lamjung Himal,,Annapurna Himal (SE of Annapurna II),6983,22910,1,5,True,False,False,,,1,2,"Other map altitudes:
   6932m - Shangri La
   6983m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann
   6988m - Schneider",1974,1,LAMJ74101,Apr 25,UK,"Derrick Chamberlain, Phillip Neame",,,SE Ridge (MM 37:9 Jul 1974)
LANG,Langtang Lirung,Langtang,Langtang Himal,7227,23711,13,3,True,False,False,,,1,2,"Other map altitudes:
   7227m - HMG-MT, HMG-Finn, Nepa
   7234m - Austria Alpenvereins
   7245m - Japan MMW
   7246m - Shangri La",1978,3,LANG78301,Oct 24,"Japan, Nepal","Seishi Wada, Pemba Tsering Sherpa",,,E Side (High 151:18 Jun 1995)
LANR,Langtang Ri,,Langtang Himal (NE of Langtang Lirung on Tibetan border),7205,23638,13,3,True,False,False,,,4,2,"Other map altitudes:
   7205m - HMG-MT, HMG-Finn, Shangri La, Austria Alpenvereins
   7239m - Japan MMW",1981,3,LANR81301,Oct 10,"Japan, Nepal","Soichi Nasu, Makihiro Wakao, Noboru Yamada, Ang Rinji Sherpa",,,
LEON,Leonpo Gang,"Dorje Pahad, Big White Peak",Jugal Himal (NNE of Dorje Lhakpa on Tibetan border),6979,22897,8,3,True,False,False,,,4,2,"Other map altitudes:
   6979m - HMG-MT, HMG-Finn, Nepa
   7083m - Japan MMW",1962,1,LEON62101,May 03,Japan,"Tadashi Morita, Kazunari Yasuhisa",,,"N Side (High 138:12 May 1994)
W Side (High 138:13 May 1994)"
LHAS,Lha Shamma,"Lhasharma, Pinnacle Peak","Kagmara Lekh (S of Kanjiroba, NNW of Kagmara I)",6412,21037,10,7,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6412m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann
",1962,1,LHAS62101,May 14,"UK, Nepal","Josephine Scarr, Barbara Spark, Mingma Tsering Sherpa, Pemba Norbu Sherpa",,,
LHOT,Lhotse,,Khumbu Himal,8516,27940,12,2,True,False,False,,,4,2,"Other map altitudes:
   8501m - Shangri La, Schneider, NGS/Washburn Everest
   8511m - Japan MMW
   8516m - HMG-MT, HMG-Finn, Kielkowski",1956,1,LHOT56101,May 18,Switzerland,"Fritz Luchsinger, Ernst Reiss",,History to 1993 (High 133:44-48 Dec 1993),"W Face (High 133:47 Dec 1993, 153:42 Aug 1995)
S Face (High 133:45 Dec 1993)
E & W summit ridges (High 180:52-56 Nov 1997) (2 pix from Lhotse summit)
NE Face (High 193:27 Dec 1998) (Lhotse Main, Middle & Shar from Ever SE Ridge)
S Side (AAJ 64:226 1990) (various routes)
E Face (AAJ 63:5-7 1989)"
MUKT,Mukut Himal,"Mukot Himal, Langru","Mukut Himal (N of Sita Chuchura, S of Hongde)",6087,19970,16,6,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6087m - HMG-MT, HMG-Finn, Nepa, Japan MMW",1967,3,MUKT67301,Nov 11,"Netherlands, Nepal","Alfons J. Driessen, Michiel van Mourik Broekman, Phu Dorje Sherpa, Tenzing Gyatso Sherpa",1st ascent if team was actually on this peak,,
LNPO,Langpo,Longpo,Jongsang Himal (SE of Jongsang on Indian border),6965,22851,7,1,True,False,False,,,5,2,"Other map altitudes:
   6954m - Shangri La, Japan MMW, Kielkowski
   6965m - HMG-MT, HMG-Finn, Nepa",1909,3,LNPO09301,Sep 14,UK,A. M. Kellas,,,
